pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_insol,pl_eqt,rowupdate,pl_pubdate,releasedate
Kepler-52 d,36.44540010,0.184700,1.990,,,2.88,332,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-520 b,19.67409703,0.144000,1.780,,,60.37,711,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-520 c,5.21104597,0.059400,1.180,,,354.82,1107,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-521 b,22.20809549,0.169900,3.020,,,98.36,803,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-522 b,38.58336790,0.255100,8.560,,,79.08,761,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-523 b,5.83599485,0.060600,1.920,,,144.50,884,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-524 b,7.97420583,0.079100,1.850,,,212.75,974,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-524 c,1.88899036,0.030300,0.830,,,1449.92,1574,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-525 b,18.68405716,0.139600,3.640,,,113.34,832,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-526 b,5.45849914,0.064000,1.910,,,344.32,1099,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-527 b,13.28536452,0.117900,4.030,,,423.65,1157,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-528 b,19.78302590,0.140900,2.100,,,59.39,708,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-529 b,1.98035667,0.030900,2.100,,,1808.41,1662,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-529 c,12.83447710,0.107500,2.550,,,149.42,891,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-529 d,35.86564840,0.213400,2.440,,,37.92,633,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-53 b,18.64932728,0.139000,3.120,,,57.13,701,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-53 c,38.55765460,0.225500,4.020,,,21.71,550,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-53 d,9.75192101,0.090200,2.760,,,135.66,870,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-530 b,39.30944096,0.221200,2.870,,,13.46,488,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-531 b,29.88487723,0.169400,2.810,,,9.95,453,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-532 b,12.92489803,0.101200,2.620,,,34.95,620,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-533 b,28.51117639,0.165000,3.270,,,7.55,423,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-534 b,15.95995611,0.127200,2.270,,,63.95,721,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-534 c,7.37867551,0.076100,1.110,,,178.68,933,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-535 b,4.90332180,0.059400,2.370,,,570.65,1247,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-536 b,1.82708193,0.027600,5.950,,,2925.17,1877,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-537 b,3.24754881,0.044200,1.410,,,460.67,1181,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-538 b,81.73787200,0.353900,2.160,,,5.20,385,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-539 b,125.62914790,0.486500,10.020,,,5.35,388,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-54 b,8.01078456,0.061600,1.720,,,9.90,453,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-54 c,12.07134205,0.080900,1.290,,,5.74,395,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-54 d,20.99587872,0.117000,1.300,,,2.74,328,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-540 b,172.70460830,0.588600,2.850,,,3.77,355,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-541 b,5.08005790,0.064100,3.950,,,1851.94,1673,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-542 b,13.14496741,0.103800,1.590,,,56.15,698,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-543 b,13.89963233,0.098000,2.460,,,17.37,521,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-544 b,21.41624083,0.155300,2.090,,,74.20,748,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-545 b,13.24931848,0.108700,2.860,,,99.54,806,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-546 b,4.14702119,0.050200,7.310,,,590.84,1258,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-547 b,6.01038334,0.058000,3.800,,,82.31,768,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-548 b,4.45419425,0.049500,11.760,,,252.22,1017,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-549 b,42.94952200,0.228300,2.980,,,13.29,487,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-549 c,117.03352100,0.445300,2.680,,,3.49,349,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-549 d,24.61480613,0.157500,4.200,,,27.93,586,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-55 b,27.95413370,0.159300,1.900,,,6.04,400,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-55 c,42.14060890,0.209500,1.850,,,3.49,349,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-55 d,2.21111699,0.029400,1.850,,,177.19,931,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-55 e,4.61749056,0.048000,1.620,,,66.47,728,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-55 f,10.19849255,0.081400,1.750,,,23.11,559,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-550 b,8.60009931,0.074700,4.170,,,78.72,760,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-551 b,12.37646897,0.089300,2.530,,,12.87,483,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-552 b,5.26341522,0.061200,3.770,,,349.40,1103,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-553 b,4.03046679,0.048400,4.480,,,209.11,970,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-553 c,328.24020100,0.908400,10.990,,,0.59,224,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-554 b,1.90220865,0.029300,4.450,,,778.26,1346,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-555 b,16.21774917,0.120100,2.220,,,45.87,664,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-556 b,11.72291212,0.097300,2.080,,,81.46,766,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-557 b,3.70599166,0.046900,2.430,,,637.42,1281,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-558 b,29.00789166,0.175900,2.640,,,14.59,498,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-559 b,17.58751692,0.127700,4.030,,,58.60,706,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-56 b,10.50077120,0.104600,5.680,,,852.28,1378,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-56 c,21.40544220,0.168100,11.640,,,330.00,1087,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-560 b,18.47762694,0.088700,1.550,,,1.21,267,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-561 b,58.36205791,0.291800,7.020,,,9.33,446,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-561 c,5.35015611,0.059300,2.600,,,226.02,989,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-562 b,18.00932214,0.133300,4.960,,,44.29,658,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-563 b,22.18431824,0.141800,3.180,,,21.06,546,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-564 b,3.75083293,0.048400,4.610,,,383.77,1129,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-565 b,4.24374810,0.050100,3.160,,,301.46,1063,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-566 b,18.42794957,0.124700,2.240,,,18.05,526,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-567 b,16.54295261,0.122900,2.310,,,32.94,611,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-568 b,11.02347480,0.079400,2.460,,,8.04,429,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-569 b,34.18884323,0.198100,2.970,,,18.05,526,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-57 b,5.72931758,0.060000,2.410,,,123.03,850,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-57 c,11.60908533,0.096000,1.710,,,48.06,671,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-570 b,4.30165843,0.049700,2.420,,,244.48,1009,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-571 b,4.79860021,0.054600,2.510,,,216.54,978,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-572 b,17.20522898,0.119200,2.220,,,22.05,553,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-573 b,22.18332255,0.148600,2.780,,,41.24,646,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-574 b,7.65880048,0.072300,2.190,,,128.18,858,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-575 b,9.37891670,0.078800,2.030,,,98.22,803,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-576 b,29.91118860,0.179000,2.900,,,20.31,541,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-577 b,25.69581456,0.134800,1.700,,,2.30,314,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-578 b,1.61688337,0.026600,4.470,,,2342.49,1774,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-579 b,9.66857386,0.085400,1.900,,,67.06,730,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-58 b,10.21864532,0.092700,2.330,,,169.13,920,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-58 c,15.57363700,0.122800,2.940,,,96.38,799,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-58 d,40.10155610,0.230700,2.920,,,27.31,583,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-58 e,4.45814897,0.053300,1.610,,,511.60,1212,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-580 b,8.22241355,0.068300,2.280,,,22.86,558,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-581 b,40.60689500,0.225900,2.670,,,17.40,521,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-582 b,18.49234792,0.125400,3.340,,,31.27,603,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-583 b,6.51003001,0.068900,2.780,,,253.24,1017,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-584 b,35.18105723,0.228100,4.170,,,45.89,664,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-585 b,2.75235969,0.037500,2.540,,,455.43,1178,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-586 b,2.10472197,0.033100,2.890,,,821.44,1365,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-587 b,10.94026745,0.095200,2.080,,,80.52,764,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-588 b,4.22162619,0.052000,2.870,,,453.20,1176,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-589 b,16.54967098,0.119600,2.950,,,43.72,656,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-589 c,3.52467888,0.042600,1.460,,,344.61,1098,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-59 b,11.86931440,0.104000,1.090,,,131.58,864,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-59 c,17.97760370,0.137200,1.580,,,75.61,752,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-590 b,5.85296885,0.064700,3.460,,,293.93,1056,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-591 b,81.17015870,0.355400,4.710,,,8.55,436,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-592 b,2.82019060,0.039700,2.530,,,824.92,1367,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-593 b,21.21712312,0.150800,2.970,,,58.63,706,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-594 b,13.64617478,0.108900,2.060,,,49.89,678,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-595 b,25.30291816,0.158200,3.950,,,19.39,535,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-595 c,12.38604740,0.098300,1.110,,,50.23,679,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-596 b,21.30020491,0.156000,2.990,,,65.37,725,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-597 b,13.02363236,0.105600,2.300,,,71.85,743,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-598 b,3.70176540,0.043800,1.630,,,286.23,1050,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-598 c,86.49437040,0.357600,3.070,,,4.29,367,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-599 b,15.65563866,0.112800,2.550,,,35.62,623,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-6 b,3.23469928,0.043500,13.060,,,797.62,1356,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-60 b,7.13294720,0.071900,1.640,,,349.21,1102,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-60 c,8.91901228,0.083500,1.840,,,258.92,1023,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-60 d,11.89849480,0.101200,1.690,,,176.27,929,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-600 b,23.67513153,0.153600,2.760,,,18.38,528,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-601 b,5.37886800,0.056000,1.860,,,113.59,833,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-602 b,15.28467725,0.122400,2.700,,,124.40,852,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-603 b,21.05349939,0.150200,2.750,,,67.48,731,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-603 c,127.90541200,0.500100,8.030,,,6.09,401,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-603 d,6.21716039,0.066600,1.810,,,343.21,1098,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-604 b,25.85499978,0.173500,2.400,,,38.81,637,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-605 b,3.38354024,0.042000,1.650,,,389.19,1133,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-605 c,2.35895240,0.033000,0.960,,,630.43,1278,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-606 b,24.31574009,0.170000,2.800,,,51.53,683,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-607 b,0.63816293,0.013500,0.910,,,2928.31,1874,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-607 c,39.67660710,0.212200,2.290,,,11.85,473,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-608 b,6.41251295,0.068500,3.890,,,308.76,1069,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-609 b,6.52120963,0.068200,2.540,,,178.27,932,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-61 b,59.87802580,0.252200,2.190,,,1.31,273,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-610 b,6.99692624,0.071900,3.210,,,147.07,888,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-610 c,151.86394900,0.559400,2.410,,,2.43,318,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-611 b,2.43702922,0.035100,2.040,,,1237.66,1513,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-612 b,3.72215890,0.045200,2.330,,,283.28,1046,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-613 b,15.77980122,0.123200,2.110,,,60.96,713,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-614 b,14.03490255,0.102700,2.410,,,39.97,641,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-615 b,10.35586478,0.085000,1.920,,,34.93,620,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-616 b,9.99760285,0.092700,2.820,,,129.18,860,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-616 c,90.41179920,0.402400,3.960,,,6.86,413,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-616 d,51.06743550,0.274900,2.440,,,14.69,499,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-617 b,1.68269594,0.021900,1.230,,,74.70,750,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-618 b,3.59576901,0.046000,2.390,,,666.88,1296,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-619 b,5.40426917,0.061100,2.850,,,312.93,1073,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-619 c,1.20846238,0.022500,1.640,,,2307.65,1767,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-619 d,11.67894236,0.102100,4.170,,,112.07,830,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-62 b,5.71489692,0.056100,1.330,,,73.38,747,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-62 c,12.44180030,0.094200,0.570,,,26.03,576,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-62 d,18.16407304,0.121200,1.980,,,15.72,508,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-62 e,122.38586810,0.432400,1.720,,,1.24,269,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-62 f,267.28252100,0.727900,1.430,,,0.44,207,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-620 b,12.91385906,0.105300,2.490,,,122.66,849,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-621 b,2.62811732,0.031000,1.770,,,69.56,737,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-622 b,14.28228147,0.097800,1.820,,,9.38,446,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-623 b,9.07098164,0.085400,2.940,,,109.61,825,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-624 b,14.58649856,0.117200,2.450,,,124.89,852,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-625 b,7.75192755,0.076800,1.890,,,124.47,852,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-625 c,4.16536757,0.050800,1.000,,,284.49,1048,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-626 b,14.48584765,0.115000,2.880,,,89.16,784,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-627 b,40.69920620,0.232700,3.200,,,52.05,685,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-629 b,7.23858162,0.071200,1.340,,,104.51,816,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-63 b,9.43414171,0.085800,5.730,,,92.39,791,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-630 b,161.47467860,0.572900,3.250,,,3.27,343,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-631 b,17.97979816,0.144700,2.890,,,111.12,828,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-632 b,30.99664113,0.188500,2.430,,,14.72,500,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-633 b,8.50339249,0.081500,1.950,,,257.22,1021,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-633 c,23.78320970,0.161800,2.010,,,65.26,725,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-634 b,5.16949729,0.057800,2.060,,,694.32,1309,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-635 b,23.44970494,0.176400,2.710,,,97.94,802,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-636 b,16.08065726,0.118500,4.430,,,33.64,614,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-637 b,23.20579353,0.186700,5.860,,,238.21,1002,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-638 b,6.07972016,0.063200,2.320,,,360.77,1111,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-639 b,10.21418792,0.096600,2.290,,,198.34,957,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-640 b,22.24814617,0.156600,2.720,,,32.58,609,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-641 b,9.48965527,0.087900,2.160,,,173.79,926,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-642 b,4.41746257,0.058900,3.950,,,2536.07,1810,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-643 b,16.33888067,0.129500,10.470,,,203.31,963,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-644 b,3.17391404,0.046600,3.070,,,1769.83,1655,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-645 b,3.27582198,0.049000,3.540,,,2121.23,1730,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-646 b,15.87360981,0.114900,1.530,,,37.68,632,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-647 b,16.22549750,0.122200,1.210,,,90.93,788,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-647 c,29.66631669,0.182700,2.830,,,40.68,644,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-648 b,17.42115972,0.134100,3.110,,,48.91,674,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-649 b,29.90721859,0.180500,2.160,,,23.92,564,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-65 b,2.15491124,0.035000,1.420,,,2162.35,1740,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-65 c,5.85993596,0.068200,2.560,,,569.50,1246,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-65 d,8.13121389,0.084800,1.580,,,368.36,1117,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-650 b,3.03214795,0.042100,3.620,,,1218.88,1507,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-651 b,21.38515840,0.140900,2.170,,,25.63,574,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-652 b,4.18200189,0.050300,2.460,,,213.29,974,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-653 b,14.70749512,0.119700,2.040,,,106.22,819,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-653 c,0.90037592,0.018600,0.820,,,4399.18,2078,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-654 b,13.72462702,0.111600,2.130,,,112.82,831,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-655 b,46.40626000,0.255900,2.660,,,28.23,588,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-656 b,1.26025882,0.023200,3.570,,,1435.82,1569,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-656 c,5.25449393,0.060200,1.410,,,213.25,975,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-657 b,24.54345660,0.165400,3.080,,,34.07,616,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-658 b,1.28707669,0.018800,1.390,,,135.97,871,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-659 b,17.67177140,0.120400,2.440,,,16.38,513,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-66 b,17.81596890,0.132100,3.120,,,56.48,699,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-660 b,9.27358173,0.075900,2.470,,,41.85,649,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-661 b,6.02930329,0.058500,2.850,,,50.04,678,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-662 b,21.67699193,0.140800,2.950,,,18.64,530,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-663 b,4.99677968,0.055900,2.780,,,166.95,917,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-664 b,2.52559178,0.037400,2.750,,,926.16,1406,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-665 b,16.01308419,0.114800,3.100,,,29.31,593,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-666 b,4.49876511,0.054200,2.100,,,389.62,1133,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-667 b,41.43958662,0.228800,5.500,,,16.72,516,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-668 b,8.35389523,0.076800,2.520,,,91.90,790,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-669 b,4.12554347,0.052900,4.430,,,565.35,1243,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-67 b,15.72585941,0.115100,2.690,,,31.13,602,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-670 b,2.81650490,0.038300,12.210,,,521.13,1219,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-671 b,4.28096360,0.050300,2.300,,,247.87,1012,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-672 b,38.37754860,0.216300,2.820,,,18.53,529,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-673 b,3.72873215,0.045500,6.020,,,258.34,1023,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-674 b,2.24338057,0.028000,1.990,,,107.60,822,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-675 b,2.33743795,0.032500,2.340,,,311.16,1070,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-676 b,11.59822233,0.079800,2.650,,,5.82,396,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-677 b,6.57531588,0.067000,5.310,,,251.38,1015,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-678 b,7.27504084,0.073200,4.860,,,113.64,833,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-679 b,12.39356510,0.098300,2.660,,,49.68,677,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-68 b,5.39875286,0.060200,2.210,,,398.33,1140,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-68 c,9.60505976,0.088300,0.910,,,185.15,941,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-680 b,3.68992010,0.046900,1.890,,,408.99,1147,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-681 b,26.39432897,0.163500,3.070,,,13.49,489,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-682 b,12.61190434,0.105800,7.400,,,76.15,753,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-683 b,2.53918315,0.035500,2.060,,,743.09,1332,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-684 b,6.77030038,0.064000,2.770,,,102.87,812,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-685 b,1.62552217,0.026500,9.730,,,1467.41,1579,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-686 b,1.59474537,0.025800,11.300,,,1329.42,1539,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-687 b,20.50588921,0.132600,3.410,,,17.06,518,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-688 b,3.89593653,0.046000,7.340,,,241.62,1005,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-689 b,22.36646466,0.144900,2.320,,,19.45,536,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-69 b,13.72236820,0.104800,2.230,,,73.16,746,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-69 c,242.46740600,0.710600,1.730,,,1.59,286,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-690 b,7.74809424,0.081000,5.520,,,204.39,964,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-691 b,8.11437482,0.064900,2.100,,,10.55,460,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-692 b,21.81295996,0.149500,3.380,,,39.33,639,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-693 b,15.37562369,0.112100,11.010,,,30.54,600,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-694 b,6.36583971,0.065900,2.440,,,165.33,914,2017-05-08,2017-08-31 00:00,2017-05-08
