pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_insol,pl_eqt,rowupdate,pl_pubdate,releasedate
Kepler-695 b,3.04033046,0.037400,8.990,,,257.29,1021,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-696 b,4.19042566,0.053500,6.210,,,547.90,1234,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-697 b,3.70987078,0.047100,4.350,,,415.10,1151,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-698 b,16.32975270,0.125500,3.750,,,66.08,727,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-7 b,4.88548860,0.060500,16.660,,,1182.79,1496,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-700 b,80.87234690,0.357700,7.590,,,9.88,452,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-701 b,10.35533116,0.089500,2.470,,,86.22,777,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-702 b,10.52629458,0.088000,8.240,,,61.16,713,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-703 b,4.58352095,0.053500,5.390,,,274.98,1038,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-704 b,3.76181843,0.047000,2.660,,,372.62,1121,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-705 b,56.05607540,0.228000,1.940,,,0.69,233,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-707 b,2.23748957,0.032500,1.410,,,427.17,1160,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-708 b,3.16789342,0.042600,2.620,,,526.23,1221,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-709 b,16.08518937,0.117300,3.680,,,33.43,613,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-710 b,4.34728878,0.052400,2.360,,,449.79,1174,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-711 b,23.58917143,0.142900,3.160,,,13.34,487,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-712 b,21.02250608,0.137800,3.070,,,17.48,521,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-712 c,226.89047750,0.673200,4.530,,,0.73,236,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-713 b,7.41113177,0.074800,2.450,,,158.11,905,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-714 b,8.09888906,0.083200,8.950,,,223.19,986,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-715 b,10.00653012,0.093300,3.520,,,139.21,876,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-716 b,10.37168928,0.087300,3.200,,,63.68,720,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-716 c,3.96996298,0.046000,1.780,,,229.37,992,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-717 b,4.40841331,0.052000,2.660,,,398.00,1139,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-718 b,2.05234988,0.032200,13.120,,,1183.18,1497,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-719 b,5.00731666,0.055600,6.960,,,234.28,998,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-720 b,4.70832645,0.053900,10.600,,,431.02,1162,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-721 b,5.39202690,0.058300,2.680,,,123.33,850,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-722 b,4.09357846,0.051400,2.850,,,461.07,1182,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-722 c,105.14595900,0.447100,3.430,,,6.09,401,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-723 b,4.08227489,0.047900,10.550,,,251.48,1016,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-724 b,3.31494736,0.043300,3.940,,,421.03,1155,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-725 b,39.64315520,0.215000,10.980,,,11.74,472,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-726 b,21.80451611,0.140600,2.600,,,20.48,543,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-727 b,5.15448142,0.054600,2.940,,,204.10,964,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-728 b,5.74346980,0.062500,3.130,,,219.95,982,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-729 b,3.16635356,0.043200,3.820,,,621.92,1273,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-730 b,6.49168281,0.071500,9.660,,,301.54,1062,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-730 c,2.85188338,0.041300,1.230,,,903.77,1398,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-731 b,3.85560392,0.050500,13.610,,,508.65,1212,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-732 b,9.46782147,0.069100,2.130,,,6.47,407,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-732 c,0.89304097,0.014300,1.240,,,151.14,893,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-733 b,20.83426731,0.148300,2.740,,,29.62,595,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-734 b,6.10484942,0.058300,3.180,,,89.25,784,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-735 b,11.51517167,0.096500,2.900,,,43.96,657,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-736 b,3.60146534,0.042800,2.310,,,232.65,996,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-737 b,28.59914031,0.142200,1.830,,,1.87,298,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-738 b,24.58716355,0.155200,2.370,,,18.72,530,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-739 b,12.53248222,0.105400,3.240,,,85.15,775,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-74 b,7.34071495,0.080100,14.310,,,421.03,1155,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-740 b,3.58410105,0.046200,4.660,,,386.66,1131,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-741 b,7.03902016,0.074400,2.450,,,288.92,1051,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-742 b,8.36087070,0.074400,3.670,,,53.68,690,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-743 b,3.17926729,0.041800,1.210,,,347.01,1101,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-744 b,12.06222962,0.099300,1.620,,,74.80,750,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-745 b,9.93146307,0.091500,2.410,,,177.83,931,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-746 b,3.48159170,0.043500,1.170,,,421.61,1156,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-747 b,35.61760233,0.191600,5.170,,,10.19,456,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-748 b,7.40742502,0.074500,2.010,,,183.15,938,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-749 b,17.31711739,0.105400,2.040,,,10.07,454,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-75 b,8.88492300,0.078600,10.510,,,83.21,770,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-750 b,9.42889884,0.093000,4.390,,,432.90,1163,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-750 c,4.08897299,0.053300,2.360,,,1317.96,1537,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-751 b,17.44486016,0.126300,3.240,,,50.32,679,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-752 b,18.82744023,0.135300,2.700,,,37.82,632,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-753 b,5.74771191,0.054000,1.860,,,40.07,641,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-754 b,14.55985560,0.116000,1.640,,,78.26,758,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-755 b,1.26909141,0.021400,1.410,,,740.47,1331,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-755 c,2.85313400,0.036700,1.360,,,251.77,1016,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-756 b,1.22486644,0.021900,1.540,,,2174.33,1741,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-757 b,1.02267865,0.019000,1.140,,,2138.47,1734,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-758 b,12.10968709,0.101900,2.980,,,240.80,1005,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-758 c,4.75796103,0.054700,1.700,,,835.65,1372,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-758 d,20.49727550,0.144700,2.960,,,119.42,843,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-758 e,8.19345065,0.078500,1.740,,,405.75,1144,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-759 b,41.80595440,0.232900,2.020,,,19.02,533,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-76 b,1.54492889,0.027400,13.430,,,3765.46,1997,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-760 b,8.70420525,0.077200,2.860,,,74.13,748,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-760 c,2.46697039,0.033300,1.560,,,398.42,1139,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-761 b,10.12805158,0.087400,1.950,,,81.77,767,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-762 b,3.77055147,0.049300,12.050,,,679.75,1302,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-763 b,1.19654846,0.020500,1.250,,,945.12,1414,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-763 c,4.09667624,0.046600,1.420,,,182.90,938,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-763 d,6.50327035,0.063400,1.670,,,98.81,804,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-764 b,7.33685101,0.072400,1.520,,,138.46,875,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-765 b,27.66528470,0.175400,2.210,,,39.94,641,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-766 b,6.10027621,0.066000,2.590,,,227.15,990,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-767 b,161.52783470,0.587400,8.190,,,4.25,366,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-768 b,11.39102358,0.092000,1.670,,,34.55,618,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-769 b,7.42608123,0.077800,2.470,,,273.78,1037,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-769 c,15.98689320,0.129700,1.620,,,98.51,803,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-77 b,3.57878057,0.045000,10.430,,,406.60,1145,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-770 b,18.92537246,0.169400,13.920,,,443.58,1171,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-770 c,1.47532322,0.030900,5.880,,,13331.51,2740,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-770 d,4.15246118,0.061600,7.620,,,3354.56,1941,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-771 b,8.73488520,0.084300,1.590,,,148.62,890,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-772 b,12.99204853,0.107100,2.030,,,132.94,866,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-773 b,3.74910575,0.047000,1.680,,,428.25,1160,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-774 b,11.08956602,0.111400,3.510,,,965.62,1422,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-775 b,0.97486890,0.018700,1.160,,,1605.87,1612,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-776 b,4.89721006,0.052300,1.480,,,157.93,904,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-777 b,5.72812616,0.051900,1.380,,,24.74,569,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-778 b,3.75574267,0.045300,1.580,,,215.46,977,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-779 b,7.09712124,0.053300,0.740,,,7.73,425,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-780 b,0.67737469,0.015000,0.900,,,4572.56,2099,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-781 b,13.21409607,0.101900,2.770,,,36.95,629,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-782 b,158.68500220,0.544400,3.080,,,3.53,350,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-783 b,4.29263699,0.049100,0.680,,,227.69,991,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-783 c,7.05393449,0.068400,2.360,,,117.33,840,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-784 b,31.59258090,0.196700,1.780,,,53.09,688,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-784 c,17.15723600,0.130900,1.550,,,119.87,844,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-785 b,1.97376085,0.025000,8.780,,,76.10,753,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-786 b,53.52927020,0.254800,2.280,,,3.48,348,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-787 b,0.92831004,0.015900,1.160,,,365.72,1115,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-788 b,8.39842977,0.083500,2.000,,,221.66,984,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-789 b,8.63847391,0.095100,5.990,,,958.35,1419,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-79 b,13.48457668,0.114600,3.390,,,176.29,929,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-79 c,27.40229859,0.183900,3.630,,,68.46,734,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-79 d,52.09081627,0.282200,7.140,,,29.07,592,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-79 e,81.06378950,0.379000,3.010,,,16.12,511,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-790 b,13.73474071,0.101000,2.710,,,38.11,634,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-791 b,14.55387488,0.125600,3.450,,,183.48,939,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-792 b,11.30123036,0.098800,1.850,,,124.42,852,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-793 b,4.24153629,0.049100,1.440,,,452.95,1177,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-794 b,11.13127159,0.103600,2.060,,,194.31,952,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-795 b,29.61938910,0.181700,1.740,,,26.79,580,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-796 b,6.40087137,0.066200,1.910,,,357.44,1109,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-797 b,27.07237655,0.181000,2.180,,,31.58,605,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-798 b,13.71938426,0.117400,1.980,,,131.94,864,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-799 b,133.46099900,0.516700,11.210,,,8.29,433,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-799 c,15.19423359,0.121400,3.690,,,150.25,893,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-8 b,3.52249843,0.047300,14.590,,,1264.67,1521,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-80 b,7.05352715,0.060200,2.160,,,21.17,547,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-80 c,9.52164464,0.073500,2.160,,,14.20,495,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-80 d,3.07214661,0.034600,1.300,,,64.09,722,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-80 e,4.64538215,0.045600,1.330,,,36.90,629,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-80 f,0.98678583,0.016200,1.190,,,292.35,1054,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-800 b,14.13175309,0.110600,3.020,,,49.18,675,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-801 b,11.41926141,0.079500,1.480,,,7.32,419,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-802 b,40.05881661,0.226500,3.430,,,13.57,489,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-803 b,50.28635977,0.267800,3.880,,,20.59,543,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-804 b,14.37457572,0.113700,1.940,,,87.24,779,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-804 c,9.65188331,0.087200,1.080,,,148.32,890,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-805 b,30.86394760,0.197800,3.010,,,72.05,743,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-806 b,8.09221050,0.076400,1.440,,,331.65,1089,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-808 b,0.63133171,0.011600,1.200,,,726.72,1322,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-809 b,55.63918820,0.290100,3.130,,,12.33,478,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-81 b,5.95489993,0.055400,2.330,,,38.52,635,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-81 c,12.03987488,0.088600,2.180,,,15.06,502,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-81 d,20.83762895,0.127800,1.420,,,7.24,418,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-810 b,4.59726613,0.055000,1.690,,,352.40,1105,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-811 b,23.58444746,0.158300,3.000,,,66.96,730,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-812 b,10.11716840,0.102400,3.070,,,433.41,1163,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-813 b,19.12947603,0.143900,4.230,,,105.25,817,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-814 b,6.14699560,0.069500,2.040,,,433.72,1164,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-815 b,8.57504983,0.088800,4.260,,,841.68,1374,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-816 b,10.50682978,0.089500,9.010,,,47.21,668,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-817 b,3.99010591,0.049300,7.450,,,378.53,1124,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-818 b,10.03538181,0.088600,4.420,,,90.33,786,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-819 b,33.19963550,0.189400,2.850,,,13.09,485,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-82 b,26.44439337,0.168700,3.910,,,23.54,562,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-82 c,51.53997972,0.263200,5.510,,,9.67,450,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-82 d,2.38295159,0.033900,1.860,,,583.01,1253,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-82 e,5.90224578,0.062100,2.430,,,173.74,926,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-820 b,127.83349970,0.582900,9.460,,,22.21,554,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-821 b,1.92279971,0.029000,1.280,,,514.44,1215,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-822 b,3.22297532,0.041200,1.470,,,558.65,1239,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-823 b,4.16811839,0.050700,2.280,,,628.73,1277,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-824 b,4.51436096,0.055000,1.840,,,543.73,1231,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-825 b,3.77359871,0.045300,1.290,,,614.52,1270,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-825 c,8.18182189,0.075900,1.770,,,218.90,981,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-826 b,4.48758768,0.052800,1.370,,,684.07,1305,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-827 b,51.92920654,0.274200,8.490,,,25.60,574,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-828 b,0.56785648,0.012500,1.550,,,2760.23,1848,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-829 b,6.88337610,0.067800,1.690,,,127.67,857,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-83 b,9.77044860,0.071400,2.230,,,10.59,460,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-83 c,20.09017037,0.115400,2.250,,,4.05,362,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-83 d,5.16980427,0.046700,1.660,,,24.75,569,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-830 b,11.29689442,0.103300,1.740,,,160.18,907,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-831 b,5.62154315,0.060300,1.370,,,229.04,992,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-832 b,7.13969705,0.075000,2.240,,,205.23,965,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-833 b,18.75470238,0.113900,1.670,,,5.03,382,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-834 b,13.32389352,0.086200,1.260,,,4.83,378,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-835 b,11.41911886,0.107000,3.320,,,170.33,921,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-836 b,11.36113254,0.101300,2.600,,,134.97,869,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-837 b,16.56062577,0.114400,2.940,,,57.28,701,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-838 b,15.74958583,0.126600,2.770,,,86.18,777,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-839 b,37.81452520,0.234100,3.040,,,36.25,626,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-84 b,8.72585478,0.082700,2.860,,,222.19,985,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-84 c,12.88291395,0.107200,3.150,,,132.23,865,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-84 d,4.22453631,0.051000,1.600,,,584.24,1254,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-84 e,27.43459730,0.177400,2.560,,,48.29,672,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-84 f,44.55202660,0.245100,2.290,,,25.30,572,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-841 b,124.41971750,0.479000,10.300,,,7.07,416,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-842 b,1.21956805,0.020400,1.510,,,578.96,1252,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-843 b,2.05388477,0.031300,2.740,,,1271.11,1523,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-844 b,2.61302042,0.029800,1.500,,,61.24,713,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-845 b,0.92785979,0.017000,1.790,,,813.30,1361,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-846 b,19.80787763,0.139900,2.080,,,35.89,624,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-847 b,2.34323057,0.031500,1.180,,,292.31,1054,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-848 b,6.91134223,0.072000,1.900,,,328.65,1086,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-849 b,394.62495140,1.108800,7.790,,,2.65,325,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-85 b,8.30537702,0.076600,1.690,,,101.43,809,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-85 c,12.51353325,0.100700,1.880,,,58.69,706,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-85 d,17.91342150,0.127900,1.390,,,36.38,626,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-85 e,25.21491430,0.160700,1.190,,,23.05,559,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-850 b,7.19304935,0.074400,1.590,,,232.36,995,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-851 b,8.50698069,0.080200,1.900,,,155.42,900,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-852 b,44.93067060,0.265400,2.490,,,24.17,565,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-853 b,7.16893064,0.077900,1.610,,,469.56,1187,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-855 b,7.88663247,0.076200,8.990,,,232.07,996,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-856 b,8.02768112,0.078700,8.430,,,109.35,824,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-857 b,85.35148750,0.375100,6.310,,,5.44,390,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-858 b,76.13622222,0.340300,4.780,,,6.01,399,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-859 b,20.38174802,0.134500,3.160,,,18.36,528,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-860 b,5.10137572,0.058000,2.840,,,287.28,1050,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-861 b,3.94962714,0.046300,2.320,,,206.05,966,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-862 b,3.14866155,0.039000,2.150,,,342.76,1097,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-863 b,15.59466045,0.122000,2.740,,,62.88,718,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-864 b,5.83376197,0.068700,2.980,,,403.49,1143,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-864 c,2.42150341,0.038200,1.620,,,1305.04,1532,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-865 b,14.16400071,0.105700,2.350,,,54.95,694,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-865 c,6.20920207,0.061000,0.890,,,164.98,914,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-866 b,2.61702837,0.033100,1.570,,,233.23,996,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-867 b,150.24125820,0.537500,4.600,,,2.72,327,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-868 b,5.03257009,0.057500,2.530,,,283.49,1047,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-869 b,40.42866760,0.224400,2.920,,,14.08,494,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-87 b,114.73658000,0.457200,12.280,,,12.13,476,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-87 c,191.23913300,0.642800,6.470,,,6.14,401,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-870 b,21.35882360,0.153900,2.520,,,53.89,691,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-871 b,22.04591630,0.157200,3.050,,,39.69,640,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-872 b,2.57885212,0.036200,1.630,,,540.56,1230,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-873 b,20.55331441,0.154200,3.190,,,74.49,749,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-874 b,40.06867130,0.223400,3.100,,,23.27,560,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-875 b,27.50711140,0.177100,2.580,,,24.71,569,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-876 b,5.14436450,0.054900,1.550,,,171.63,923,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-877 b,18.45848388,0.130100,2.500,,,37.81,632,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-878 b,25.94215820,0.165000,1.950,,,14.85,501,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-879 b,33.38561760,0.201200,2.480,,,26.73,580,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-880 b,7.71467686,0.091500,4.650,,,1636.72,1622,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-880 c,11.80617370,0.121600,2.870,,,926.72,1407,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-881 b,4.44448260,0.055200,1.710,,,518.45,1217,2017-05-08,2017-08-31 00:00,2017-05-08
